Object ID,Storm Identifier,Ocean Basin,Sub - Region,Storm Name,Available Storm Type,Calendar Year,Observation Date,Geograpic Latitude,Geographic Longitude,Maximum Sustained Wind (knots),Minimum Sea Level Pressure (millibars)
597545,2007227N24269,,GM,Erin,TS,2007,8/16/2007 4:00:00 AM,26.0,-94.6,35,1004
597546,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,26.3,-95.2,35,1003
597547,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,26.7,-95.7,35,1004
597548,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,27.2,-96.2,35,1005
597549,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,27.8,-96.7,32,1006
597550,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,28.0,-96.9,30,1006
597551,2007227N24269,,GM,Erin,TS,2007,8/17/2007 4:00:00 AM,28.1,-97.1,30,1006
597552,2007227N24269,,,Erin,TS,2007,8/17/2007 4:00:00 AM,28.4,-97.5,28,1006
597553,2007227N24269,,,Erin,TS,2007,8/17/2007 4:00:00 AM,28.8,-97.8,25,1006
597554,2007227N24269,,,Erin,TS,2007,8/17/2007 4:00:00 AM,29.1,-98.2,25,1006
597555,2007227N24269,,,Erin,TS,2007,8/18/2007 4:00:00 AM,29.4,-98.6,25,1006
597556,2007227N24269,,,Erin,TS,2007,8/18/2007 4:00:00 AM,29.7,-99.0,25,1007
597557,2007227N24269,,,Erin,TS,2007,8/18/2007 4:00:00 AM,30.0,-99.5,25,1007
597558,2007227N24269,,,Erin,TS,2007,8/18/2007 4:00:00 AM,30.3,-100.1,23,1008
597559,2007227N24269,,,Erin,DS,2007,8/18/2007 4:00:00 AM,30.5,-100.6,20,1008
597560,2007227N24269,,,Erin,DS,2007,8/18/2007 4:00:00 AM,30.8,-101.1,20,1008
597561,2007227N24269,,,Erin,DS,2007,8/18/2007 4:00:00 AM,31.1,-101.4,20,1008
597562,2007227N24269,,,Erin,DS,2007,8/18/2007 4:00:00 AM,31.4,-101.7,20,1008
597563,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,31.8,-101.8,20,1008
597564,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,32.1,-101.9,20,1008
597565,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,32.5,-101.8,20,1008
597566,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,32.8,-101.7,20,1008
597567,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,33.2,-101.5,20,1008
597568,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,33.6,-101.3,20,1008
597569,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,34.0,-101.0,20,1007
597570,2007227N24269,,,Erin,DS,2007,8/19/2007 4:00:00 AM,34.4,-100.6,23,1006
597571,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,34.8,-100.1,25,1004
597572,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,35.3,-99.5,38,1000
597573,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,35.6,-98.8,50,995
597574,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,35.6,-98.2,43,999
597575,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,35.6,-97.7,35,1002
597576,2007227N24269,,,Erin,DS,2007,8/20/2007 4:00:00 AM,35.7,-97.1,28,1005
597999,2007255N27265,,GM,Humberto,DS,2007,9/13/2007 4:00:00 AM,27.3,-95.0,25,1009
598000,2007255N27265,,GM,Humberto,DS,2007,9/13/2007 4:00:00 AM,27.6,-95.1,30,1008
598001,2007255N27265,,GM,Humberto,TS,2007,9/13/2007 4:00:00 AM,27.8,-95.1,35,1006
598002,2007255N27265,,GM,Humberto,TS,2007,9/13/2007 4:00:00 AM,28.0,-95.1,40,1004
598003,2007255N27265,,GM,Humberto,TS,2007,9/13/2007 4:00:00 AM,28.3,-95.0,45,1001
598004,2007255N27265,,GM,Humberto,TS,2007,9/13/2007 4:00:00 AM,28.5,-94.9,50,999
598005,2007255N27265,,GM,Humberto,TS,2007,9/14/2007 4:00:00 AM,28.8,-94.8,55,997
598006,2007255N27265,,GM,Humberto,TS,2007,9/14/2007 4:00:00 AM,29.2,-94.6,68,991
598007,2007255N27265,,GM,Humberto,TS,2007,9/14/2007 4:00:00 AM,29.5,-94.4,80,985
598008,2007255N27265,,GM,Humberto,TS,2007,9/14/2007 4:00:00 AM,29.6,-94.3,80,985
598009,2007255N27265,,,Humberto,TS,2007,9/14/2007 4:00:00 AM,29.9,-94.0,74,987
598010,2007255N27265,,,Humberto,TS,2007,9/14/2007 4:00:00 AM,30.3,-93.6,65,989
602755,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,25.9,-96.7,85,967
602756,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.0,-96.8,85,963
602757,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.1,-96.9,83,964
602758,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.4,-97.2,75,967
602759,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.4,-97.19,75,967
602760,2008203N18276,,GM,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.4,-97.4,70,967
602761,2008203N18276,,,Dolly,TS,2008,7/24/2008 4:00:00 AM,26.4,-97.5,69,969
602762,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,26.5,-97.8,65,976
602763,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,26.6,-98.1,60,981
602764,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,26.7,-98.3,55,986
602765,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,26.9,-98.6,50,989
602766,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,27.2,-98.9,45,992
602767,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,27.6,-99.4,40,994
602768,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,27.9,-100.0,35,995
602769,2008203N18276,,,Dolly,TS,2008,7/25/2008 4:00:00 AM,28.1,-100.7,30,998
602770,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,28.3,-101.4,25,1000
602771,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,28.4,-102.1,25,1002
602772,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,28.5,-102.7,25,1004
602773,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,28.6,-103.4,25,1006
602774,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,28.8,-104.0,25,1008
602775,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,29.1,-104.5,25,1009
602776,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,29.4,-105.0,25,1009
602777,2008203N18276,,,Dolly,TS,2008,7/26/2008 4:00:00 AM,29.7,-105.4,23,1011
602778,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,30.0,-105.7,20,1012
602779,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,30.3,-105.9,20,1012
602780,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,30.5,-106.0,20,1011
602781,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,30.7,-106.1,20,1011
602782,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,31.0,-106.3,20,1010
602783,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,31.4,-106.6,20,1012
602784,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,31.9,-106.7,20,1014
602785,2008203N18276,,,Dolly,DS,2008,7/27/2008 4:00:00 AM,32.4,-106.6,20,1015
602983,2008217N28273,,GM,Edouard,TS,2008,8/6/2008 4:00:00 AM,29.3,-93.6,55,997
602984,2008217N28273,,GM,Edouard,TS,2008,8/6/2008 4:00:00 AM,29.6,-94.2,55,996
602985,2008217N28273,,,Edouard,TS,2008,8/6/2008 4:00:00 AM,29.8,-94.5,48,998
602986,2008217N28273,,,Edouard,TS,2008,8/6/2008 4:00:00 AM,30.0,-94.8,40,999
602987,2008217N28273,,,Edouard,TS,2008,8/6/2008 4:00:00 AM,30.3,-95.2,35,1001
602988,2008217N28273,,,Edouard,TS,2008,8/7/2008 4:00:00 AM,30.6,-95.7,30,1003
602989,2008217N28273,,,Edouard,TS,2008,8/7/2008 4:00:00 AM,31.0,-96.3,28,1006
602990,2008217N28273,,,Edouard,DS,2008,8/7/2008 4:00:00 AM,31.4,-97.0,25,1008
602991,2008217N28273,,,Edouard,DS,2008,8/7/2008 4:00:00 AM,31.7,-97.5,23,1010
602992,2008217N28273,,,Edouard,DS,2008,8/7/2008 4:00:00 AM,32.0,-98.0,20,1011
602993,2008217N28273,,,Edouard,DS,2008,8/7/2008 4:00:00 AM,32.3,-98.4,20,1012
603660,2008238N13293,,,Gustav,TS,2008,9/3/2008 4:00:00 AM,32.1,-93.5,30,989
603661,2008238N13293,,,Gustav,TS,2008,9/3/2008 4:00:00 AM,32.4,-93.7,25,991
603662,2008238N13293,,,Gustav,TS,2008,9/3/2008 4:00:00 AM,32.7,-93.9,20,993
603663,2008238N13293,,,Gustav,TS,2008,9/3/2008 4:00:00 AM,33.0,-93.9,20,994
603664,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.2,-93.9,20,995
603665,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.5,-94.1,20,996
603666,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.7,-94.3,20,997
603667,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.8,-94.4,20,997
603668,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.8,-94.39,20,997
603669,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,33.9,-94.4,20,998
603670,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,34.0,-94.4,20,998
603671,2008238N13293,,,Gustav,TS,2008,9/4/2008 4:00:00 AM,34.1,-94.3,18,998
603672,2008238N13293,,,Gustav,TS,2008,9/5/2008 4:00:00 AM,34.3,-94.1,15,998
603673,2008238N13293,,,Gustav,TS,2008,9/5/2008 4:00:00 AM,34.5,-93.8,15,999
603874,2008245N17323,,GM,Ike,TS,2008,9/13/2008 4:00:00 AM,27.9,-93.6,95,953
603875,2008245N17323,,GM,Ike,TS,2008,9/14/2008 4:00:00 AM,28.3,-94.0,95,952
603876,2008245N17323,,GM,Ike,TS,2008,9/14/2008 4:00:00 AM,28.6,-94.3,95,952
603877,2008245N17323,,GM,Ike,TS,2008,9/14/2008 4:00:00 AM,29.1,-94.6,95,951
603878,2008245N17323,,GM,Ike,TS,2008,9/14/2008 4:00:00 AM,29.3,-94.7,95,950
603879,2008245N17323,,GM,Ike,TS,2008,9/14/2008 4:00:00 AM,29.7,-94.9,91,954
603880,2008245N17323,,,Ike,TS,2008,9/14/2008 4:00:00 AM,30.3,-95.2,85,959
603881,2008245N17323,,,Ike,TS,2008,9/14/2008 4:00:00 AM,31.0,-95.3,68,967
603882,2008245N17323,,,Ike,TS,2008,9/14/2008 4:00:00 AM,31.7,-95.3,50,974
603883,2008245N17323,,,Ike,TS,2008,9/14/2008 4:00:00 AM,32.6,-95.2,43,977
603884,2008245N17323,,,Ike,TS,2008,9/15/2008 4:00:00 AM,33.5,-94.9,35,980
603885,2008245N17323,,,Ike,TS,2008,9/15/2008 4:00:00 AM,34.5,-94.5,35,983
603886,2008245N17323,,,Ike,TS,2008,9/15/2008 4:00:00 AM,35.5,-93.7,35,985
613793,2010188N21269,,GM,Unnamed,TS,2010,7/9/2010 4:00:00 AM,26.1,-96.6,30,1006
613794,2010188N21269,,GM,Unnamed,TS,2010,7/9/2010 4:00:00 AM,26.1,-97.1,30,1006
613795,2010188N21269,,GM,Unnamed,TS,2010,7/9/2010 4:00:00 AM,26.1,-97.3,29,1006
613796,2010188N21269,,,Unnamed,TS,2010,7/9/2010 4:00:00 AM,26.1,-97.8,25,1007
613797,2010188N21269,,,Unnamed,TS,2010,7/9/2010 4:00:00 AM,26.0,-98.3,25,1007
613798,2010188N21269,,,Unnamed,TS,2010,7/10/2010 4:00:00 AM,25.9,-98.8,25,1007
613799,2010188N21269,,,Unnamed,TS,2010,7/10/2010 4:00:00 AM,26.0,-99.3,23,1008
613800,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,26.1,-99.7,20,1008
613801,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,26.3,-100.2,20,1009
613802,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,26.5,-100.6,20,1009
613803,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,26.9,-101.0,20,1010
613804,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,27.3,-101.3,20,1010
613805,2010188N21269,,,Unnamed,DS,2010,7/10/2010 4:00:00 AM,27.7,-101.7,20,1010
614936,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,26.2,-97.7,55,990
614937,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,26.9,-97.9,50,991
614938,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,27.7,-98.1,45,991
614939,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,28.6,-98.3,43,994
614940,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,29.4,-98.6,40,996
614941,2010247N15266,,,Hermine,TS,2010,9/8/2010 4:00:00 AM,30.1,-98.9,35,1000
614942,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,30.6,-99.1,30,1003
614943,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,31.1,-99.3,28,1004
614944,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,31.6,-99.5,25,1004
614945,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,32.1,-99.6,23,1005
614946,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,32.7,-99.5,20,1005
614947,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,33.2,-99.2,20,1005
614948,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,33.7,-98.7,20,1005
614949,2010247N15266,,,Hermine,TS,2010,9/9/2010 4:00:00 AM,34.2,-98.3,20,1005
614950,2010247N15266,,,Hermine,TS,2010,9/10/2010 4:00:00 AM,34.7,-97.9,20,1005
614951,2010247N15266,,,Hermine,TS,2010,9/10/2010 4:00:00 AM,35.1,-97.5,20,1005
614952,2010247N15266,,,Hermine,TS,2010,9/10/2010 4:00:00 AM,35.5,-97.2,20,1005
614953,2010247N15266,,,Hermine,TS,2010,9/10/2010 4:00:00 AM,35.9,-96.8,20,1005
614954,2010247N15266,,,Hermine,TS,2010,9/10/2010 4:00:00 AM,36.3,-96.4,20,1005
619368,2011208N22274,,GM,Don,TS,2011,7/30/2011 4:00:00 AM,25.8,-94.3,45,1002
619369,2011208N22274,,GM,Don,TS,2011,7/30/2011 4:00:00 AM,26.1,-94.9,45,1003
619370,2011208N22274,,GM,Don,TS,2011,7/30/2011 4:00:00 AM,26.4,-95.5,45,1004
619371,2011208N22274,,GM,Don,TS,2011,7/30/2011 4:00:00 AM,26.7,-96.2,40,1005
619372,2011208N22274,,GM,Don,TS,2011,7/31/2011 4:00:00 AM,27.0,-96.9,35,1006
619373,2011208N22274,,GM,Don,TS,2011,7/31/2011 4:00:00 AM,27.3,-97.4,30,1007
619374,2011208N22274,,GM,Don,TS,2011,7/31/2011 4:00:00 AM,27.4,-97.5,29,1007
625950,2012234N16315,,,Isaac,TS,2012,9/1/2012 4:00:00 AM,34.3,-93.5,25,1000
625951,2012234N16315,,,Isaac,TS,2012,9/1/2012 4:00:00 AM,35.0,-93.8,23,1001
625952,2012234N16315,,,Isaac,TS,2012,9/1/2012 4:00:00 AM,35.6,-94.0,20,1001
625953,2012234N16315,,,Isaac,TS,2012,9/1/2012 4:00:00 AM,36.2,-94.1,20,1002
642927,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,27.0,-94.3,45,1005
642928,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,27.3,-94.8,45,1003
642929,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,27.6,-95.2,45,1001
642930,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,27.8,-95.6,48,999
642931,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,28.0,-96.0,50,997
642932,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,28.2,-96.5,50,997
642933,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,28.2,-96.7,50,997
642934,2015167N27266,,GM,Bill,TS,2015,6/17/2015 4:00:00 AM,28.2,-96.69,50,997
642935,2015167N27266,,,Bill,TS,2015,6/17/2015 4:00:00 AM,28.5,-96.8,45,998
642936,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,29.1,-96.9,40,998
642937,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,29.7,-97.0,35,999
642938,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,30.3,-97.1,30,999
642939,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,31.0,-97.3,30,999
642940,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,31.7,-97.4,30,999
642941,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,32.2,-97.5,28,999
642942,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,32.6,-97.5,25,999
642943,2015167N27266,,,Bill,TS,2015,6/18/2015 4:00:00 AM,33.1,-97.4,25,1000
642944,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,33.5,-97.3,25,1000
642945,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,33.9,-97.1,25,1001
642946,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,34.2,-96.9,25,1002
642947,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,34.5,-96.6,23,1003
642948,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,34.8,-96.3,20,1003
642949,2015167N27266,,,Bill,TS,2015,6/19/2015 4:00:00 AM,35.0,-95.9,18,1004
642950,2015167N27266,,,Bill,DS,2015,6/19/2015 4:00:00 AM,35.2,-95.5,15,1004
642951,2015167N27266,,,Bill,DS,2015,6/19/2015 4:00:00 AM,35.4,-95.0,15,1005
642952,2015167N27266,,,Bill,DS,2015,6/20/2015 4:00:00 AM,35.6,-94.5,15,1005
642953,2015167N27266,,,Bill,DS,2015,6/20/2015 4:00:00 AM,35.7,-94.0,15,1006
642954,2015167N27266,,,Bill,DS,2015,6/20/2015 4:00:00 AM,35.9,-93.5,15,1006
655335,2017171N24271,,GM,Cindy,TS,2017,6/23/2017 4:00:00 AM,28.7,-93.5,45,992
655336,2017171N24271,,GM,Cindy,TS,2017,6/23/2017 4:00:00 AM,29.4,-93.6,45,991
655337,2017171N24271,,GM,Cindy,TS,2017,6/23/2017 4:00:00 AM,29.8,-93.7,45,991
655338,2017171N24271,,,Cindy,TS,2017,6/23/2017 4:00:00 AM,30.3,-93.8,43,992
655339,2017171N24271,,,Cindy,TS,2017,6/23/2017 4:00:00 AM,30.5,-93.8,40,993
655340,2017171N24271,,,Cindy,TS,2017,6/23/2017 4:00:00 AM,31.0,-93.8,38,995
655341,2017171N24271,,,Cindy,TS,2017,6/23/2017 4:00:00 AM,31.6,-93.8,35,996
655342,2017171N24271,,,Cindy,TS,2017,6/23/2017 4:00:00 AM,32.2,-93.8,33,998
655343,2017171N24271,,,Cindy,TS,2017,6/24/2017 4:00:00 AM,32.8,-93.6,30,999
656801,2017228N14314,,GM,Harvey,TS,2017,8/26/2017 4:00:00 AM,25.9,-95.5,93,958
656802,2017228N14314,,GM,Harvey,TS,2017,8/26/2017 4:00:00 AM,26.3,-95.8,95,949
656803,2017228N14314,,GM,Harvey,TS,2017,8/26/2017 4:00:00 AM,26.7,-96.1,100,946
656804,2017228N14314,,GM,Harvey,TS,2017,8/26/2017 4:00:00 AM,27.1,-96.3,105,943
656805,2017228N14314,,GM,Harvey,TS,2017,8/26/2017 4:00:00 AM,27.5,-96.6,110,942
656806,2017228N14314,,GM,Harvey,TS,2017,8/27/2017 4:00:00 AM,27.8,-96.8,115,941
656807,2017228N14314,,GM,Harvey,TS,2017,8/27/2017 4:00:00 AM,28.0,-96.9,115,937
656808,2017228N14314,,GM,Harvey,TS,2017,8/27/2017 4:00:00 AM,28.2,-97.1,105,948
656809,2017228N14314,,,Harvey,TS,2017,8/27/2017 4:00:00 AM,28.5,-97.2,85,963
656810,2017228N14314,,,Harvey,TS,2017,8/27/2017 4:00:00 AM,28.7,-97.3,65,978
656811,2017228N14314,,,Harvey,TS,2017,8/27/2017 4:00:00 AM,28.9,-97.4,58,985
656812,2017228N14314,,,Harvey,TS,2017,8/27/2017 4:00:00 AM,29.0,-97.5,50,991
656813,2017228N14314,,,Harvey,TS,2017,8/27/2017 4:00:00 AM,29.1,-97.5,48,993
656814,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.2,-97.4,45,995
656815,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.3,-97.5,43,997
656816,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.3,-97.6,40,998
656817,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.2,-97.6,38,998
656818,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.1,-97.5,35,998
656819,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.0,-97.4,35,998
656820,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,29.0,-97.2,35,998
656821,2017228N14314,,,Harvey,TS,2017,8/28/2017 4:00:00 AM,28.9,-97.0,35,998
656822,2017228N14314,,,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.8,-96.8,35,997
656823,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.7,-96.6,38,997
656824,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.6,-96.5,40,997
656825,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.5,-96.4,40,997
656826,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.5,-96.2,40,997
656827,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.5,-96.1,40,997
656828,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.4,-95.9,40,997
656829,2017228N14314,,GM,Harvey,TS,2017,8/29/2017 4:00:00 AM,28.3,-95.7,40,997
656830,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.2,-95.4,40,996
656831,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.1,-95.2,40,996
656832,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.1,-95.0,40,996
656833,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.1,-94.8,40,996
656834,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.2,-94.6,40,995
656835,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.3,-94.4,43,994
656836,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.5,-94.2,45,993
656837,2017228N14314,,GM,Harvey,TS,2017,8/30/2017 4:00:00 AM,28.7,-94.0,45,994
656838,2017228N14314,,GM,Harvey,TS,2017,8/31/2017 4:00:00 AM,28.9,-93.8,45,994
656839,2017228N14314,,GM,Harvey,TS,2017,8/31/2017 4:00:00 AM,29.1,-93.7,43,992
656840,2017228N14314,,GM,Harvey,TS,2017,8/31/2017 4:00:00 AM,29.4,-93.6,40,990
656841,2017228N14314,,GM,Harvey,TS,2017,8/31/2017 4:00:00 AM,29.8,-93.5,40,991
656842,2017228N14314,,,Harvey,TS,2017,8/31/2017 4:00:00 AM,29.9,-93.5,40,991
669351,2019192N29274,,,Barry,TS,2019,7/15/2019 4:00:00 AM,31.6,-93.5,35,1005
669352,2019192N29274,,,Barry,TS,2019,7/15/2019 4:00:00 AM,31.9,-93.6,35,1006
669353,2019192N29274,,,Barry,TS,2019,7/15/2019 4:00:00 AM,32.3,-93.6,35,1007
669354,2019192N29274,,,Barry,TS,2019,7/15/2019 4:00:00 AM,32.6,-93.6,30,1008
669355,2019192N29274,,,Barry,TS,2019,7/16/2019 4:00:00 AM,33.0,-93.6,25,1008
669356,2019192N29274,,,Barry,TS,2019,7/16/2019 4:00:00 AM,33.4,-93.6,25,1008
669357,2019192N29274,,,Barry,TS,2019,7/16/2019 4:00:00 AM,33.9,-93.6,25,1008
669358,2019192N29274,,,Barry,TS,2019,7/16/2019 4:00:00 AM,34.3,-93.6,23,1008
669359,2019192N29274,,,Barry,DS,2019,7/16/2019 4:00:00 AM,34.7,-93.6,20,1008
669360,2019192N29274,,,Barry,DS,2019,7/16/2019 4:00:00 AM,35.1,-93.6,20,1008
669361,2019192N29274,,,Barry,DS,2019,7/16/2019 4:00:00 AM,35.5,-93.5,20,1008
671456,2019261N28264,,GM,Imelda,TS,2019,9/18/2019 4:00:00 AM,28.3,-95.7,30,1008
671457,2019261N28264,,GM,Imelda,TS,2019,9/18/2019 4:00:00 AM,28.6,-95.5,35,1006
671458,2019261N28264,,GM,Imelda,TS,2019,9/18/2019 4:00:00 AM,28.9,-95.4,40,1003
671459,2019261N28264,,,Imelda,TS,2019,9/18/2019 4:00:00 AM,29.0,-95.4,40,1003
671460,2019261N28264,,,Imelda,TS,2019,9/18/2019 4:00:00 AM,29.5,-95.4,35,1005
671461,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,29.5,-95.5,30,1007
671462,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,29.7,-95.6,30,1007
671463,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,29.9,-95.6,30,1007
671464,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,30.2,-95.6,30,1007
671465,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,30.4,-95.5,30,1007
671466,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,30.5,-95.3,30,1007
671467,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,30.6,-95.0,30,1007
671468,2019261N28264,,,Imelda,TS,2019,9/19/2019 4:00:00 AM,30.8,-94.9,28,1008
672309,2019299N25265,,GM,Olga,TS,2019,10/26/2019 4:00:00 AM,25.9,-93.6,40,998
675839,2020205N26272,,GM,Hanna,TS,2020,7/25/2020 4:00:00 AM,27.2,-93.7,50,997
675840,2020205N26272,,GM,Hanna,TS,2020,7/25/2020 4:00:00 AM,27.2,-94.1,53,995
